	('pCREB', 'Marker-type: phospho marker')	('pMAPKAP2', 'Marker-type: phospho marker')	('pERK1 2', 'Marker-type: phospho marker')	('pp38', 'Marker-type: phospho marker')	('pS6', 'Marker-type: phospho marker')	('CD14', 'Marker-type: surface marker')	('pPLCg2', 'Marker-type: phospho marker')	('pSTAT1', 'Marker-type: phospho marker')	('pSTAT5', 'Marker-type: phospho marker')	('HLADR', 'Marker-type: surface marker')	('CD1c', 'Marker-type: surface marker')	('CD19', 'Marker-type: surface marker')	('pSTAT3', 'Marker-type: phospho marker')	('CD123', 'Marker-type: surface marker')	('CD38', 'Marker-type: surface marker')	('CD16', 'Marker-type: surface marker')	('CD161', 'Marker-type: surface marker')	('CD66b', 'Marker-type: surface marker')	('CD57', 'Marker-type: surface marker')	('CD56', 'Marker-type: surface marker')	('CD3', 'Marker-type: surface marker')	('CD4', 'Marker-type: surface marker')	('IkBa', 'Marker-type: phospho marker')	('CD45', 'Marker-type: surface marker')	('CD27', 'Marker-type: surface marker')	('CD127', 'Marker-type: surface marker')	('CD25', 'Marker-type: surface marker')	('CD8', 'Marker-type: surface marker')
('cluster-1564', 'Majority-Treatment: PMA', 'number in clust: 19')	-0.21563691947347935	0.047356978360061495	0.27250983498661924	0.2558213516400536	0.0612527723542364	-0.2210678128779155	-0.07316092676477765	0.3633843318895646	2.686518893384504	0.3404174367447327	-0.13983416484504946	0.03371907157073206	-0.009399679745856137	-0.13558352322186548	0.5154413230336305	-0.2893668527222944	0.2452119343123542	0.09057795793755277	-0.2492615136078461	0.030155561077321442	-0.028987307659801533	-0.18433547229634367	-1.0369409472270892	1.429446009782414	-0.15876562170655253	-0.281831229966185	1.066729870802859	-0.4285932191626491
('cluster-1481', 'Majority-Treatment: PMA', 'number in clust: 29')	0.07798342127955382	0.42556972042527197	0.35982335767418266	0.0006871873887682364	0.12056215520669838	-0.3363547786360304	-0.21604293089518187	-0.30276992371046724	0.8448443667371464	-0.1701415243435317	-0.17667936988685165	-0.27215469274224	0.015180731046831288	-0.13558352322186548	-0.2535301593471766	1.474114431215245	-0.3329766043200309	-0.08163060047656193	-0.2683291617522325	-0.22796299699420375	0.6187680014805902	1.296561579388999	-0.38480503494586493	-0.2598226387213868	0.22686417766887562	-0.21372977501971244	-0.30279657205039645	-0.4166722433391505
('cluster-456', 'Majority-Treatment: PMA', 'number in clust: 68')	0.6699412884912771	0.6511853992866575	0.8894069595254827	0.5278014150435364	0.1498691681364195	-0.25109302051449384	-0.3155391589691256	-0.2640287491164256	-0.32831438962751713	-0.2903149132865956	-0.10997899553297254	-0.2505261986254284	-0.018478388738461762	-0.09716132427922858	-0.3456317543985476	1.9270999354100078	-0.2829266018585526	-0.10421600586748647	-0.24714897952505027	-0.24181979339098164	0.8142249005818859	0.22852069375566822	-0.040446881735354774	0.41962674305645475	-0.296475311492353	-0.06723513861743667	-0.2617624141488566	-0.2691693942270781
('cluster-20', 'Majority-Treatment: PMA', 'number in clust: 38')	0.016556344680696458	-0.33691284842488023	0.1899504688248945	0.02647686997282091	0.033748214849972494	-0.23649081553291776	-0.36646677180820775	-0.32068968287450245	-0.40304550120921273	-0.31717536400904023	-0.15794381037744606	-0.2469074792559285	-0.013226060655761727	-0.13528958505453353	-0.19443194739149938	0.9766232054898576	-0.31553175401561107	-0.11094171713548473	-0.23607946454592413	-0.39074563472409096	0.5106864487382609	0.5171683987573626	-0.401671417721456	0.37549988820618546	-0.4651287593793337	-0.281831229966185	0.6367071159358513	-0.34569514441439214
('cluster-813', 'Majority-Treatment: PMA', 'number in clust: 215')	0.3030010503607026	0.16740860940739619	0.2293735835324956	-0.20693359531292999	0.06388619583044382	-0.30092256568430015	-0.38812007393316184	-0.4240573275275631	-0.5376125164621902	-0.3235557361080014	-0.1535162898570466	-0.18734992477665238	-0.012445214546998725	-0.11504815435427479	-0.27785246167268474	-0.286488792847992	-0.3226206688735267	-0.10443022792425077	-0.2653075743448748	-0.3286468867568816	0.6217923765670571	0.8856625777713847	-0.5229065133812998	-0.2721289109776514	-0.4300421201636215	-0.258301071595842	-0.2757084593110442	-0.4062963484539918
('cluster-479', 'Majority-Treatment: PMA', 'number in clust: 494')	-0.0729869982762844	0.1398982645022434	0.14476450711988748	-0.055725510093563864	0.01846187691552576	-0.292690496677388	-0.41842278018490975	-0.33878721438303083	-0.48098011425959286	-0.3157097609472265	-0.15287303394933432	-0.22005472436566037	-0.01842306674289451	-0.11488619356361919	-0.16807303414871183	-0.2522618794784568	-0.2867873440076992	-0.08581530596443565	-0.2558152251613727	-0.2871908602683379	0.5212464561363779	0.3975259158391242	-0.5016036041972678	-0.8140278013757538	-0.3506270949578265	-0.23730576789449098	-0.320231764226771	-0.41180343948342646
('cluster-592', 'Majority-Treatment: PMA', 'number in clust: 187')	0.12952460316548456	0.5329996749170637	0.7113914141193257	-0.008044404681555324	0.05965736900605241	-0.22062931834491784	-0.42229599786824	-0.457058685583507	-0.5184210961691015	-0.30481326759863525	-0.15957309694472235	-0.21610640440056833	-0.02087411700802695	-0.12353607423946514	-0.30483032099643476	-0.28146264916096736	-0.13658626289711143	-0.06738392401914815	-0.25876589222239094	-0.3147472779408245	0.5460259338381186	0.6478887884582143	0.06832883561273632	-0.7170991807310869	-0.4442804082559834	-0.23613527918557056	-0.3500359323221747	-0.40928756014431783
('cluster-1700', 'Majority-Treatment: PMA', 'number in clust: 144')	-0.02634321096581828	-0.08350112323395067	0.31934875735887747	-0.06509448902608644	0.040882334176099294	-0.28277384631684715	-0.47296745189977674	0.34930747717770716	-0.5549483866777779	-0.30597151976286896	-0.16568890044510384	-0.2501805230725348	-0.01736309532270408	-0.1344194589707236	-0.20966820234126962	-0.24492390631588293	-0.251344957591096	-0.08390903640855969	-0.25607760637033605	-0.31932256515500046	1.1586269022498277	0.6146715583605217	-0.12665396883688185	-0.9043997599985515	-0.3565655888731879	-0.2652043509334344	-0.35497851901608635	-0.39463061865498406
('cluster-796', 'Majority-Treatment: PMA', 'number in clust: 238')	-0.06865602051728144	-0.1310794405640893	0.5424186987156057	-0.19929894081140412	0.07241342920279097	-0.27714167984311916	-0.3584365766808809	-0.36258148568967	-0.5184307047526328	-0.3035337139702132	-0.1298953053488499	-0.2504846400507287	-0.018004881743364638	-0.12679859057455126	-0.25250656493193163	-0.24973801100460694	-0.2637261265044011	-0.11054316194394868	-0.27915682280894727	-0.22586236836848395	1.2435880628565763	0.23447327383059613	-0.07736158677521383	-0.5844351061996846	-0.42635749835084613	-0.276014355901878	-0.3656499690584718	-0.40841947849357246
('cluster-651', 'Majority-Treatment: PMA', 'number in clust: 203')	-0.09026224558707788	-0.07339312313419284	0.2897397661044709	0.02615720820691673	0.014739622640576839	-0.2289920892845808	-0.4106575331479432	-0.2637349470807197	-0.5140880279507803	-0.3158457952092956	-0.13487943032922095	-0.23101455634191875	-0.015521057466732257	-0.13174651996557482	-0.01373493499504934	-0.23319655949953325	-0.22648997088035958	-0.08739453907710829	-0.27609130081982375	-0.18279124988788098	0.2973354458200133	1.934797824887101	-0.5626882011164498	-0.6265998452043056	-0.3946977866696401	-0.21205987361166376	-0.3347499755284764	-0.3903874797560292
('cluster-387', 'Majority-Treatment: PMA', 'number in clust: 234')	0.05772111893504061	0.1488893156962628	0.45631684152803126	0.23473069473737596	0.10293900612477745	-0.29109528488059205	-0.43114377435415874	-0.31785247393535687	-0.20124495290198208	-0.3143974900553306	-0.12408348310159253	-0.24062942977850393	-0.013799478476140256	-0.1198560664133113	-0.31124567095673333	-0.2426049239735729	-0.2663827973607083	-0.1005548091520623	-0.24536039773393573	-0.2646317883546497	-0.11245231786894372	0.7959526261643051	-0.508716831528037	-0.41225235068217997	-0.40032792448087723	-0.22817268438380012	-0.4059876927129281	-0.4039201326911673
('cluster-461', 'Majority-Treatment: PMA', 'number in clust: 215')	0.17686291140006516	0.3120605902513254	0.3124134713980186	0.04054832558688313	0.07338814667786646	-0.26786933384826817	-0.34694360814400454	-0.37638568345211926	0.7029646373080255	-0.32037782237306817	-0.15431557469371515	-0.236969773402158	-0.014729729361811139	-0.11718561462637196	-0.22259438463516423	-0.24830967187482736	-0.2676124529849319	-0.07693753438706497	-0.24606159089948754	-0.294338225076786	1.1711431881923868	0.735395128821367	-0.4174280214706392	-0.6287647966958808	-0.272339833733762	-0.19769644206507767	-0.3775397314404706	-0.3937050571216763
('cluster-842', 'Majority-Treatment: PMA', 'number in clust: 234')	-0.17075247013726508	0.19841699959995057	0.20350069962505374	0.4501516312296861	0.050520196757139216	-0.26438800797368006	-0.4314764730741359	-0.3292188856118922	-0.45921311299006035	-0.3151227256706256	-0.1560914636776772	-0.21462390021411196	-0.006852281153558336	-0.12510304609865086	0.4969584072968677	-0.2480894447073509	-0.2637235143537534	-0.09165815802864659	-0.2518715892532591	-0.23986017559104755	0.5469245377958672	-0.09974133512138117	-0.7537399092971184	0.17105884670414392	-0.32456398265413644	-0.15887709044841147	-0.3001885199759528	-0.39140828270240413
('cluster-638', 'Majority-Treatment: PMA', 'number in clust: 21')	-0.8602427342403354	-0.33246976942163675	-0.2812864152455808	1.0619077707052977	-0.016760860276621554	-0.2934479103846006	-0.6466946919783592	-0.46231419246128436	-0.4329438027745763	-0.3265767931311368	-0.17667936988685168	-0.27215469274224	-0.023305559682865868	-0.13558352322186548	0.4440943354811834	-0.2731675934957658	-0.33297660432003096	-0.11094171713548473	-0.2964221468404398	-0.3616198972138338	0.7925960340627307	0.6767287644214262	-0.9726931399968244	-0.2923018528057618	-0.46512875937933373	-0.281831229966185	-0.2265970149480899	-0.42859321916264903
('cluster-1535', 'Majority-Treatment: PMA', 'number in clust: 261')	-0.2774998447458753	-0.3361658086831943	0.10763952956433546	-0.06630561521466968	0.016190544933966763	-0.30071884824939715	-0.48118566281715025	-0.3556596566739065	-0.47813437943754056	-0.29388763249096034	-0.1616480024156737	-0.2453229022989405	-0.014040082429782781	-0.12413968571625743	-0.1302569492103106	-0.2745219965414234	-0.2688566233427345	-0.10178986108967049	-0.265388791298394	-0.2431264227337182	0.13711405566814655	0.173794377611762	0.21324324926496652	-0.15466627196992822	-0.28092575104792866	-0.2609911768389034	-0.38794963886219674	-0.4140601924266959
('cluster-482', 'Majority-Treatment: PMA', 'number in clust: 294')	-0.07015094163719716	-0.031065664515460334	0.23396058834115907	0.12395258516786038	0.06546566465353233	-0.3117976892542294	-0.4158568235908258	-0.3918777869033079	-0.488735065084779	-0.31587378565407376	-0.1600944892961003	-0.20698748513240778	-0.015728034981369172	-0.11738274296209247	-0.2782140862833253	-0.223658610156592	-0.23825687687801086	-0.0838479394481731	-0.25748883221620045	-0.2906126847124079	-0.018175490957106452	0.2848918301820681	0.4116506223633852	-0.9511163391205624	-0.366229175116497	-0.2237929050051503	-0.20941289712219857	-0.40878615062457796
('cluster-1441', 'Majority-Treatment: PMA', 'number in clust: 205')	-0.18627889883616575	-0.1659013644132479	-0.05287860604317769	-0.26731953315712215	0.023505614277054235	-0.2672218410009732	-0.4664940056664656	-0.4420458872014598	-0.5094553245739959	-0.3122426044718568	-0.14442401442253666	-0.1458266571973001	-0.022841415090226462	-0.1255377039109748	-0.2846594075882679	-0.2751738298343769	-0.28880598760162407	-0.10906708020890939	-0.2706514371747046	-0.3124700721582494	0.582295280048979	-0.5826349924733327	0.09717373085763861	-0.8193386012534061	-0.33103216589574014	-0.20946272488258288	-0.3506640432958924	-0.33182694642626565
('cluster-1429', 'Majority-Treatment: PMA', 'number in clust: 307')	-0.09400199993128473	0.04527055783979212	0.2714486584706184	-0.09519059434783445	0.04753439276379396	-0.2926321556180865	-0.4202434186912231	-0.4377799000566639	-0.4388789322747676	-0.3027845714519318	-0.1468255523140541	-0.252960201468198	-0.011209736470268638	-0.11069082113475885	-0.29627590409136	-0.24003911190760874	-0.22314711613204305	-0.08766404627181483	-0.24351149484150866	-0.30475898431369247	0.8108883035262828	-0.286323685917109	0.051430584244925984	-0.042339833088142376	-0.3546159387622946	-0.22358335847846794	-0.31184239964917	-0.41011963536797796
('cluster-1159', 'Majority-Treatment: PMA', 'number in clust: 252')	-0.2672177320675238	-0.16616592195267954	0.16344985506304902	-0.2330757409071268	0.05755602666145205	-0.2848410526080161	-0.3528695302269344	-0.4164145136729082	-0.315575777597708	-0.29320882657556835	-0.1493099543848869	-0.23098527252192802	-0.01918881456907468	-0.12096954065593438	-0.37612685842394306	-0.24239514029231388	-0.2809360320188007	-0.0857568066452837	-0.23264589050029172	-0.26277553205295495	-0.2889545538558451	-0.5484931489406485	-0.07479315116577229	-0.9220672131365257	-0.39021669779811846	-0.2469199703719017	-0.34027834173036686	-0.33209932184938057
('cluster-563', 'Majority-Treatment: PMA', 'number in clust: 93')	-0.39453403055577446	-0.03651429830520579	-0.1953876622466639	-0.2235883237544205	-0.027625093767334206	-0.2918701601748087	-0.43597111660725424	-0.4785091825949598	-0.4388736211484833	-0.28948206392257414	-0.12280234699895248	-0.17495781381974235	-0.017515801066221227	-0.12793720747263013	-0.36372176353854513	-0.2857789837951912	-0.31094493331593126	-0.028916506856585165	-0.2415006699931111	-0.37305525130653333	-0.5167569041453264	-0.7034603676617243	0.34091026051231654	-1.6227177139176887	-0.46475415852783936	-0.2818312299661851	-0.3412598470987548	0.09401439547807508
('cluster-1392', 'Majority-Treatment: PMA', 'number in clust: 193')	0.18543115177391312	0.05984251526506132	0.7469329346990938	-0.2619758094274018	0.07730940743476232	-0.2949713362687444	-0.28052674543208833	-0.306342517777197	-0.37075406294922314	-0.3148427195645351	-0.17163842856616052	-0.18466907071045724	-0.01654407673324278	-0.12145359522534512	-0.414769037960302	-0.05704582707845793	-0.22404995776854011	-0.09446116441018837	-0.23338012964539676	-0.27321036251848063	-0.6128847231044959	-0.6230270334471669	0.9127148109643688	-1.0114375233764539	-0.3840156675703929	-0.2385556837448671	-0.3341768150676701	-0.09927196928167292
('cluster-1038', 'Majority-Treatment: PMA', 'number in clust: 135')	-0.14278419498783976	0.04863497458731987	0.32672012201735245	-0.09292072170990998	0.14766561879251922	-0.2892811252132113	-0.06794942400402904	0.6492001400721785	-0.179129517044023	-0.31084131828984585	-0.15454914431921724	-0.22904401838810373	-0.02044508379916564	-0.11490550768558566	-0.42778164769113647	-0.2680249910687208	-0.07072739678384934	-0.07494896897920023	-0.10240184724776062	-0.251087775161297	0.019122496878830345	-0.7461259612743937	-0.8323606459847093	-0.9782968839009205	-0.42664480658739506	-0.1993422073548765	-0.41697180026755065	-0.1755905424808147
('cluster-575', 'Majority-Treatment: PMA', 'number in clust: 228')	-0.051039800893111595	-0.06396967734609894	0.6500166049037749	-0.04739675461479244	0.13123928866263007	-0.2908894248641197	-0.26093311205423214	0.6566600932408094	-0.4538311895401656	-0.31199039953728985	-0.1571715814444424	-0.24537915802105073	-0.008460916562087044	-0.11880224606343676	-0.34627621344518167	-0.24132860644502285	-0.2561944198019591	-0.09524190223649807	-0.2337987981676385	-0.23098824751220853	-0.14371860666812142	-0.4294437506488852	-0.4410598556114148	-0.3159510698915194	-0.37047768891663246	-0.2411789032481845	-0.1846267277052149	-0.3290720693324851
('cluster-836', 'Majority-Treatment: PMA', 'number in clust: 394')	-0.2588593728356383	-0.16758389497326157	0.33753929389896714	-0.24880392184402078	0.10264001556337433	-0.29806553071536285	-0.20629244431994656	-0.26585225492179926	-0.4047778703223002	-0.30389319429168543	-0.1592189152830766	-0.22609198432993757	-0.023627820239944076	-0.12108617192529018	-0.3877920859109747	-0.2553143676635457	-0.038188373404636475	-0.08519294997299391	-0.17080356835411548	-0.17610353754366312	0.3165689331783593	-0.701178128243884	-0.8245907088100173	0.033478956170240194	-0.3777205626903085	-0.27383176857434216	-0.28961324622386353	-0.3959054882241886
('cluster-303', 'Majority-Treatment: PMA', 'number in clust: 164')	0.04772822155562166	-0.15022001975455768	1.1310800677643844	-0.26722437141810756	0.18348794983749367	-0.2711654768439369	-0.28052545415249497	-0.4290144694191767	-0.5083000942121044	-0.31060827559678694	-0.1600862550981228	-0.23553064096154053	-0.018552272962845506	-0.1221217380979055	-0.4230669507901603	-0.2398422310892266	-0.01594807263600581	-0.10307464723550003	-0.22096162158317492	-0.1986543968982274	0.6782823390367854	-0.7093272378990755	-0.6131587412349687	-0.4612805428647074	-0.3920439696998465	-0.23421505960810984	-0.32598103553081936	-0.3318879571468281
('cluster-1899', 'Majority-Treatment: PMA', 'number in clust: 105')	-0.37280917739413955	-0.3271041778962578	0.2743309348465445	-0.2801880448517334	0.06113435765377323	-0.3228730659275087	-0.5040230580167839	-0.4603790035678859	0.18671972039317045	-0.31613908542299946	-0.1599102759305299	-0.2693574162265844	-0.027354105706669105	-0.11956346460000812	-0.06715649596459052	-0.2468913552165283	-0.2716507276994334	-0.10773427034871642	-0.25981630146617785	-0.3431657905556505	0.5734424140959831	-0.04696597711262988	-0.7871091428442093	0.10257734789226503	-0.4283115500494396	-0.21674300917400846	-0.37938125036750514	-0.3754113065613986
('cluster-374', 'Majority-Treatment: PMA', 'number in clust: 242')	-0.08571688107597362	0.019379510456255196	0.22054054299560027	0.07855209968718019	0.09031366718678904	-0.28552118378484215	-0.2368836763547398	-0.22329290904536653	1.0024534640769442	-0.2922605181786551	-0.1602081690108353	-0.22981250703292525	-0.02208241378315108	-0.12330497563621076	-0.24275650498319956	-0.22523971201902954	-0.21337229131969682	-0.08809981551015969	-0.23910632102062637	-0.20904666608788033	0.28941109013665806	-0.37284234111663306	-0.7754252475018418	-0.2582341741371225	-0.2741631582935473	-0.18986534325945328	-0.28394639040344666	-0.3327830324543138
('cluster-1422', 'Majority-Treatment: PMA', 'number in clust: 228')	0.42251242565012764	1.0492202744381334	0.5346376547586458	0.8153611560369437	0.15726494673931773	-0.27475030049338867	-0.3678499973185652	0.0764705299581143	-0.4052243546333274	-0.2839440252424061	-0.1503654017519416	-0.21483546036973336	-0.01081143224172537	-0.12468648995945876	-0.18964147963152345	-0.24804632410706415	-0.24083350427301362	-0.08704560657259752	-0.24934271407937003	-0.2259853121159199	-0.03748862666825121	0.1141003794643851	-0.7322404959146104	-0.6416590353863614	-0.3146790894378831	-0.2439367834111196	-0.3056166040731383	-0.40178907145465115
('cluster-117', 'Majority-Treatment: PMA', 'number in clust: 274')	0.4639700858212973	0.5258368698581157	1.0107655235130135	0.5275574049221792	0.23331008983188037	-0.3083830496601796	-0.28999201868241686	-0.29966062726939824	-0.3885233396903266	-0.3080816748480159	-0.16202926978238208	-0.22299468462209895	-0.014231539477109291	-0.12393441181086108	-0.3770526826498648	-0.2547184711474875	-0.1727336070616462	-0.09444492512839311	-0.2507334553944313	-0.18358224884922164	-0.09328036621035755	-0.358978879654217	-0.2682786576570964	-0.7514554681402075	-0.3683456521892129	-0.2536599985599887	-0.17463977300553868	-0.31917007451624974
('cluster-1733', 'Majority-Treatment: PMA', 'number in clust: 82')	0.633499868992909	0.3095346943316725	0.15338426370047017	0.6765376032805068	0.02518778612920635	-0.2842838963592358	-0.3023480332372669	0.3662099162827957	-0.4050386569626448	-0.32657679313113686	-0.17667936988685165	-0.23169430863605456	-0.017337603322234392	0.008070002019957914	-0.41495839697060327	-0.2580335290479515	-0.2566019935384172	-0.07807399994908173	-0.28507806572381506	-0.2757413062791383	-0.22807299601135914	-0.3720662191399718	-0.19860021046655735	-0.8563679460068497	-0.3572634245500908	-0.2597679469406734	-0.3463292931447569	-0.37287919055597524
('cluster-1890', 'Majority-Treatment: PMA', 'number in clust: 245')	-0.19949366115429493	-0.060305075285977006	0.1592179392350536	0.6578267692079401	0.003810105600952185	-0.2977771146427491	-0.44548940724366953	-0.35251772964416395	-0.4214298575015872	-0.31247248372615577	-0.1638840464883499	-0.23002098023988407	-0.01637472789421424	-0.12943257609194234	-0.19888427239597026	-0.24645459727630906	-0.231322518573286	-0.10448711623690068	-0.25204025581680356	-0.24653037321912208	0.02773759370475592	-0.018951610639211375	-0.7656978860897492	-0.9949420115119701	-0.3354345501340371	-0.2483839120371639	-0.4051399376752461	-0.4080199182692531
('cluster-1751', 'Majority-Treatment: PMA', 'number in clust: 111')	-0.024060138170149268	0.5119092450539563	0.42498901808524264	0.9455099428185793	0.08111307171013799	-0.26347861979834764	-0.3490685728012502	-0.3850387601677823	-0.30100190703306395	-0.30421043724830743	-0.17238526948331015	-0.19829589099551015	-0.01079357696089341	-0.12732915528163397	-0.3141377297807377	-0.24307141944794325	-0.20538867382587547	-0.09153674225448594	-0.2497542480044967	-0.2552512267560974	-0.6582208854090812	-0.5358302028994372	-0.720087221160544	-1.524016155095318	-0.4651287593793339	-0.26198794972270006	-0.3323692263485747	-0.3952772958436904
('cluster-1341', 'Majority-Treatment: PMA', 'number in clust: 113')	0.3954323367237688	0.6815026267269731	0.10938192760409451	0.026888886793488838	0.08802797718584145	-0.27098335558738607	-0.2551086400303469	-0.26112737334159203	-0.5593433746258015	-0.3176332934182723	-0.17667936988685176	-0.2449079620178963	-0.03370737086663049	-0.12201604763461772	-0.27440246206365254	-0.24868290961517373	-0.30389915662531325	-0.11094171713548473	-0.2742350183615264	-0.20520244326909368	-0.0829429790374964	-0.10778751967292226	-0.36772704294000425	-0.9646189928262119	0.3931577712630926	-0.17250036432331511	-0.40713875332852373	-0.3227019502403169
('cluster-896', 'Majority-Treatment: PMA', 'number in clust: 92')	0.41432770175744493	0.7172639184218893	0.714262082295365	0.7384093426982196	0.17961064362107504	-0.31058426996124683	-0.2594756869077833	-0.10742410113796858	-0.4062998888559577	-0.3113625365961056	-0.14775338409727784	-0.22825851416304105	-0.02260968268801422	-0.11291605007418559	-0.2534920893143161	-0.2255731898656693	-0.3329766043200309	-0.10124439320445551	-0.251019381152377	-0.27791139892692657	-0.04536901328319847	-0.4305565087797686	-0.9595957023816368	-0.4591787543240561	0.7068810295719571	-0.2818312299661851	-0.17327823890426117	-0.18057388338790478
('cluster-1333', 'Majority-Treatment: PMA', 'number in clust: 44')	0.2537925132079792	0.05325309109140805	-0.05910184078322637	0.40133997292115364	0.04563242016960531	-0.3363547786360304	-0.5060759352352111	-0.49451264296051467	0.15089979361430736	-0.3265767931311368	-0.17667936988685168	-0.27215469274224	-0.03849397231847946	-0.13558352322186548	-0.4687737497819127	-0.28936685272229445	-0.33297660432003096	-0.11094171713548473	-0.2570120945014019	-0.35768980197306	-0.3598179673753225	-0.5174472496293717	-0.7784041637389424	-0.5033141195542679	-0.46512875937933373	-0.281831229966185	0.09447095578530361	-0.4285932191626491
('cluster-526', 'Majority-Treatment: PMA', 'number in clust: 194')	0.14332573334120235	0.07364042967192683	0.24986394128032266	0.5496677621554087	0.09601981627515363	-0.3099710752075049	-0.3140383429252906	-0.3226505395609446	-0.11224679144405228	-0.31116937785517423	-0.15753393693967835	-0.24386836144412016	-0.005326518074198804	-0.1269040900811033	-0.32465190110863484	-0.28411501213152074	-0.3056389220426455	-0.11040039512058081	-0.23957120128585402	-0.343356051531477	-0.19237082650212464	-0.5624406557832616	-0.7726550857812361	-0.06894391600576462	-0.36512838896469785	-0.27733630870681536	-0.1647691512795534	-0.38175921729684337
('cluster-1818', 'Majority-Treatment: PMA', 'number in clust: 52')	2.412751483871945	1.1175563712855392	0.2743620935414566	0.7570318666767242	0.24728166797422796	-0.21790674648054031	-0.19490526597395674	-0.3319749600940751	-0.29865664289930693	1.142226049962662	-0.05166779201253487	-0.23731259376538447	0.0031443329088101982	0.14376995396521727	0.2638414275206157	-0.28313990659857774	-0.23996752642041944	-0.062401999921921414	-0.2927879633125731	-0.13719118349319878	-1.179060684718657	-0.7783536955971135	0.4642963246111459	-2.1371736947505178	-0.4048028054190894	-0.2818312299661851	-0.22426251535003094	-0.4089544201123469
('cluster-1248', 'Majority-Treatment: PMA', 'number in clust: 130')	0.9887172862789821	0.6890687610599378	0.0313576755531939	0.35507660787951395	-0.030872746748361168	-0.12737124385097978	-0.3010329857031034	-0.3605161088976644	-0.38982103069052193	-0.057396707579561994	-0.09353259340754483	-0.1727437050990279	-0.016485189679425544	-0.06735631608517831	-0.0846152980312785	-0.22641198229225262	-0.3183939466274621	-0.08254915654331522	-0.28427187129399706	-0.2793587943272362	-1.1791978502066294	-0.757873719122639	-0.6574900692098534	-1.8997193675845216	-0.4116116972649216	-0.2793862784286551	-0.2966283378773996	-0.42115682122548076
('cluster-433', 'Majority-Treatment: PMA', 'number in clust: 24')	2.2769375648663006	0.3868598859059025	-0.13685774825468652	0.4075676588241949	0.07856949488417729	-0.03662653415005124	0.2706328460749463	0.2425445977567643	0.3953381336625297	0.2755902818828515	0.07890080275522492	-0.1929213219073971	0.013900787514707018	0.5279149105255194	-0.24491855733302312	-0.28936685272229445	-0.229176883735493	-0.06547987133194795	-0.2839175244822009	-0.13016129524364398	-1.1883824775166607	-0.7844123730365772	-1.103701543971994	-1.5829558903783156	-0.2878411829772182	-0.23835387444522077	-0.3506391286299694	-0.4277072161057156
('cluster-1930', 'Majority-Treatment: PMA', 'number in clust: 169')	1.5340327171415051	1.2113396141604964	1.3976727535224698	1.0416723871901994	0.11215073444998425	0.01918208860744387	0.11792476791325664	-0.0661064265614166	-0.23355779432196774	0.34987820391500907	0.2118279828425682	0.07560751902566837	-0.004853050796197247	-0.047372229102981014	-0.26187178059154703	-0.2084476357191256	-0.23926169330876382	-0.05492056506014494	-0.2704800125899312	-0.23855744687639688	-1.176668677736858	-0.776040479726528	-0.9112811278781551	-1.2972390686665678	-0.34940463687925427	-0.18157257856607717	-0.10098245887666667	-0.4193205207440665
('cluster-50', 'Majority-Treatment: PMA', 'number in clust: 12')	0.8074899679307107	-0.09108213659662026	0.12452945966860507	-0.07239500117405062	0.0680271283957052	-0.3363547786360304	-0.6808981513491976	-0.5545456437466401	-0.5985584100531791	-0.3265767931311368	-0.17667936988685168	-0.27215469274224	0.04545853782768576	-0.13558352322186548	-0.24260857777461622	0.09767627313452813	-0.33297660432003096	-0.11094171713548473	-0.17524189172258073	-0.40790857361829064	-0.7943677167037748	0.5964698145334095	-0.22070688276117922	-1.2552963726576982	-0.46512875937933373	-0.281831229966185	0.2968481708439456	-0.3598800857805763
('cluster-1487', 'Majority-Treatment: Plasma', 'number in clust: 45')	-0.2601917310717364	-0.4356151668282104	-0.4588789686736265	-0.366547357930658	-0.09857140889535676	-0.2778146306162756	-0.37588216374365435	-0.15541135777230453	-0.2572366726492611	-0.17278266379200377	0.19554001442237695	-0.23508622920527694	-0.01768802857151936	-0.12836076614088732	2.379032623590671	0.2762634978237842	-0.2868378970588761	-0.08281999464378759	-0.14462635573583482	-0.12723614791434992	-0.0648649321120508	0.008507610513168791	-0.5497507129523322	-0.6642381150024126	0.06293767337090705	-0.2818312299661851	3.888268573947967	-0.42414511448955505
('cluster-362', 'Majority-Treatment: Plasma', 'number in clust: 26')	-0.4895919887933002	-0.44089885368007353	-0.6768728925372733	-0.22163944332635563	-0.1523029920561861	-0.13904453122123508	0.32619242477982774	0.0345772253094927	-0.15263402854623262	-0.31996625540626616	-0.17667936988685165	-0.2475416418248538	0.026125283077792456	-0.13558352322186548	6.845253518659274	-0.04197845522902229	-0.05431789935483777	-0.11094171713548473	-0.25935518262739776	-0.017676902298493908	0.7514492332877593	1.0052043943034594	-0.2942759331768081	-0.5654521473121258	0.03153187379037083	-0.281831229966185	5.476607480807055	-0.4073426916714724
